Commentaire,star,long_com,mots_neg,trouve_int,trouve_exc,nb_pt,mot_maj,nb_maj,target
commande debite fin novembre arrive point relais recois texto vais annonce malgre qr code oblige nom prenom cliente colis cas retourne aussitot entrepot contacte aussitot veepee disent erreurs etiquetage peuvent arriver receptionne proposeront nouvelle livraison remboursement sachant noel jours enfin demande remboursement heure actuel toujours repondent toujours chose desespere fuir urgence catastrophe ,1,705,5,10,0,10,1,11,0
bonjour mauvaise experience veepee ps commandee noel fils garantie livraison tard livraison premiere reportee puis toujours nouvelles disent contretemps logistique amene prolonger livraison colis inadmissible site soi disant site reference eviter toute urgence tiendrai informe mesaventures esperant recevoir cadeau noel fils ,1,624,1,6,0,6,1,9,0
passe commande comprenant articles juillet articles livre enveloppe second produit gel lave vaisselle jamais livre service vente invente toutes sortes excuses journee autre motif non livraison different lors commande paye forfait livraison servi puisque jamais livre rembourse prix articles fin decembre honteux arnaque allez magasin proximite quitte payer cher pense seule cas multiplie frais port montant doit atteindre somme colossale normal ,1,716,4,0,1,1,12,71,0
laisse ans achat tocards realise achat ensemble literie descriptif apparaissait nulle part sommier pris compris prix demande retour article vendu payer trois quarts temps prix gonfles donner impression faites bonne affaire invite regarder ailleurs aucune reaction part aucun geste commercial dire fidelise client ,1,558,2,0,0,0,0,1,0
site eviterils meprisants vis vis clients respectent engagements grosses difficultes obtenir remboursement produits non conformes entrain mettre place action collective contre aide service juridique pouvez contacter mail augmenter liste mecontents ,1,354,2,0,0,0,0,5,0
voyage new york decembre ventes privees propose hotel new york finalement hotel new jersey arnaque pris contact place peuvent mns bus aller new york fausse adresse contrat hotel pourri bravo ventes privees beaux voleurs voleurs arnaqueurs allons engager procedure justice va etre fete ,1,485,3,12,0,12,0,18,0
vente privee propose articles souvent qualites prix base gonfles representent realitede expedition colis trop souvent source tres gros problemes plusieurs colis restes etat non envoi entrepots sans vente privee previenne excusec surveiller ecrire mille mails telephoner service client aucune aide auparavant service france repondait correctement efficacite jours plateforme etranger agents fort peu aimables servent repetent inlassablement memes phraseson paie colis mois obtient aucun remboursement colis non arrive societe envergure edt inadmissible quasiment detournement fondsvente privee fuir ,1,859,7,0,0,0,0,9,0
abonnement recevoir deux mois tjrs service abonnement dit trace paiement veepe dit vont renseigner ras bol ,1,215,0,7,0,7,0,2,0
service client pitoyable recommanderais site ,1,66,0,0,0,0,0,2,0
partage experience cliente depuis constate degradation service vente arrive joindre souvent description produits correspond retrouve produits peut echanger retourner sans frais important joint suivi entre differents conseillers plusieurs obtenu aucun retour reponse ,1,434,0,1,0,1,0,3,0
nombreuses arnaques site prix conseilles completement fantaisistes vrais prix pratiques marque croire grosses reductions pire encore produits mis avant vente marque connue realite autre marque recus bref scandaleux recevant commande scandaleuse bijoux dignes bijoux marches euros prix entre euros bagues boucles defectueux penchee affaire retrouve memes wish quelques centimes paye moyenne euros bague prix fort annonce euros tonnes temoignagnes montrent bien manque bonne foi fuir parle service client aussi fantaisiste semaines attends reponse part simple retour grand art plaisir telephone va bien passer etc attends toujours courrier retour veux etre remboursee toute commande euros crois fini baver incompetence lacherai bien trop mecontente edit an tard multiples mails appels toujours remboursee totalite envisage action justice mefiez vraiment reclamations traitees mz dit remboursee apporte preuve virement depitee ,1,1656,9,1,0,1,0,18,0
pire pire site effectuer commande basket aspics deux mois recois temps taille bonne recois deux taille dessous pire deja preparer bon retour courant fessais deja erreur renvoie semaine refont vente refais commande recois imcroyable vrai erreur bonne taille vais devoir encore attendre mois etre rembourse fuyez site pire pire service vente carton ,1,613,6,0,0,0,0,1,0
commande effectuee decembre disant expediee contacte service client mail chance obtenir reponse type effectuent recherches tiennent courant aujourd hui janvier aucune nouvelle colis compte banque bien debite depuis longtemps extremement decue evolution site vente ligne ,1,414,0,0,0,0,0,5,0
bonjour ceux plaignent ventes lignes dirais chose retourner boutiques magasins respecter travail vendeuses cause milliers gens peuvent perdre travail polluer achetez vetements taille decus devrez renvoyez bonne annee ,1,375,0,0,0,0,4,34,0
toujours ventes ressemblent mourir prix forcement interessant regarde profondeur descriptions totalement incompletes frais port excessifs ,2,193,1,0,0,0,0,4,0
bonjour tous retour experience concernant achats noel internet viens experience inefficacite service client weepee achat noel simple deux bague di giorgio commande passe site weepee fin mois novembre chrono compte banque debit somme correspondant achat promesse faite livrer avant decembre pensant achats suffisamment avance etre pret noel laisse bercer douce illusion weepee di giorgio rempliront mission tiendrons engagements livrer produits temps heure sans compter inefficacite deux entreprises vois date livraison reculer direction noel contacte service client assure livre avant decembre recontacte decembre indiquant date largement passe fais souci noel bon toutes greves moment dis peu retard reste possible surprise livreur apport petit colis trop comptent receptionne disant noel sauve ouvre colis empressement febrilite patatras seulement bague livre manque moitie commande recontacte service client reponse va renseigner retour service client di giorgio rupture stock faute va rembourser commence echauffer peu faisant remarquer rupture stock prevenir lors premiers echanges puisse acheter autre cadeaubien entendu demande remboursement produit non livree decu situation soir decembre cadeau moins passe noel grimace nerveuse coin visage idee recontacter societe weepee signifier tous bien pense facon noel reprise contact weepee echange mail demander nouveau remboursement surprise envoie reponse bien formate identique precedente genre courrier type re re demande remboursement etonnant constater prelevement mis moins ecoule jours depuis premiere indication remboursement toujours re re re demande remboursement envoie courrier precise colis devrais etre livre avant decembre faut etre patient hargggg deduis weepee fiche ouvertement envoyant decembre mail precisant colis livre decembre sans faute dois patienter conclusion clair weepee peut etre considere site confiance moins service client hauteur loin etre cas peut comprendre probleme livraison arrive envoi courrier date assurer produit livre finir admettre finalement livraison quoi incompetence malhonnetete autant weepee prompt debiter comptes banque clair remboursement beaucoup moins rapide toutefois rembourse dont douteen conclusion weepee site eviter fuir boycotter surtout periode fetes voulez etre confronte grosse deconvenue ,1,3827,21,11,0,11,0,52,0
site eviter cliente depuis nombreuses annees coupe pleine encore recu matin article casse emballe sans aucune protection carton trop grand reclamation dois renouveler statut commande laisse tomber plein sites fiables question argent article vaut grand chose met hors vois personnel respecte client emballe correctement article savent forcement article arrivera casse ,1,635,6,1,0,1,0,9,0
commande passee novembre malgre nombreux appels cours desquelles recois reponses toutes differentes unes autres encore procede annulation commande deja demande jours delai cours duquel promis remboursement sous jours jours selon reponse soir operatrice effectue enfin annulation promet remboursement jours suivre passe delai engage procedure lourde incompetence propos mensongers delais non respectes tous points voila qualification mesuree services site ,1,657,6,0,0,0,0,6,0
commande decembre quad thermique noel fils garanti site veepee commande livree avant noel entre or decembre toujours aucune nouvelle quad passe plusieurs appels chaque jours explications differentes probleme transporteur colis non arrive transporteur plusieurs discours toujours quad gens non prennent idiots pigeons recitent phrases toutes faites desoles mettons oeuvre paroles air promet rappeler personne site veritable arnaque colis semble disparu etonnant colis aussi volumineux pense vendent produits peuvent fournir pendant temps jouent argent pauvres clients annees commande site malheureusement face genre desagrement derniers mois quel manque serieux depuis peu site eviter voulez ,1,1185,8,6,0,6,0,19,0
commander robot accessoires prix euros robot toujours nature pourtant marque livre contact veepee telephone mail aucunes reponses pense vais rapprocher dgccrf honte laisser clients sans aucunes reponses pense va etre derniere commande vais vraie pub via reseaux sociaux ,1,455,1,0,0,0,1,9,0
arnaque bien ficelee commandes arrivent jamais report report nouvelles bonnes nouvelles vite rends compte offres existent oblige racheter cadeaux noel bref fuir bannir demanteler eradiquer commerce francais ,1,310,2,0,0,0,0,2,0
honte scandale deux commandes passees vente duree limitee deux jours confirmation recue durant jours appele bien affirme commande prise compte question heure avant recoive mail confirmation eme annonce gentiment jamais commande etat prise compte er mensonge demande etre rappele depuis semaine engage rappele meilleurs delais geste commercial dedommagement prejudice subi depuis semaine tourner rond aucun appel part eme mensonge estime lorsqu client pret payer eur seule vente cense traiter autre maniere ,1,856,2,6,0,6,0,7,0
veepee fuir absolument commandes dont retournes canape non conforme demande table basse cassee deux gros choc commande attendue final etre decu enfin meuble tv disparu nature amuse dire colis chemin final dire personne vol personne saura decu attend remboursement complet lacherai affaire fini commandes ,1,490,5,2,1,3,1,11,0
service degrade incompetence vol fidele cliente depuis annees voulu passer commande smartphone forcee quitter page paiement voir sms code securite celle ci disparaissait perdais commande recommence operation plusieurs telephone sans succes appels sav conseille utiliser ordinateur surtout confirmer prelevee differentes tentatives reglement avere preleve chaque eur lieu eur doivent depuis mois eur reclame plusieurs bien envoye email disant remboursement prendrait jours dysfonctionnement banque certes veepee balade attends toujours remboursement responsable rappelle ,1,910,4,6,3,9,2,23,0
site fuir diverses raisons service client tenu robots repondent laconiquement faux prix base croire faites affaire delais livraisons scandaleux mois finir rembourser partie articles indisponibles pu mettre panier contre aucune gene garder argent pendant temps achetez sejour location possibilite payer cheques vacances attention pourtant but cheques vacances bien payer vacances non frais envoi retour exorbitants abonnement arnaque livre sans aucun choix possible relais colis mieux vaut profiter ventes privees marques choix paierez commission escrocs livre beaucoup vite plupart temps livraison gratuite magasin relais payer retour eventuel probleme ,1,1023,7,1,1,2,0,4,0
bonjour met etoile choix pouvais mettre zero ferai fuir arnaque bande organisee fuir mi novembre procede commande four hotpoint montant eur date limite livraison entre decembre aucun message aucun appel prends initiative appeler indique probleme logistique livree demande remboursement indique jours maximum apl personne capacite repondre affirme remboursement effectue bref mette difficile joyeux noel sans oublie tous interlocuteurs discours passe dossier dessus rappel silence radio fuir absolument resume service deplorable passez showroom voir wish aliexpress competents noter ouvert dossier aupres fevad cordialement ,1,1056,9,0,0,0,7,70,0
commande bottes mois aucune reponse part malgre mails appels remboursent disent toujours rappelle escrocs simplement commander euxp ,1,228,1,0,0,0,0,5,0
confirme dit degradation services beaucoup achete cours quatre dernieres annees constate degradation delais erreurs envois occurrence paire chaussure barker dont livraison voir commande fallu facher obtenir part simple gratuite retour ,2,396,2,0,0,0,0,5,0
decu depart trouve sympa puis vite decu nombreux aspects mal fausses bonnes offres trouve memes prix ailleurs sans offre photos mal prises coup rendu reel souvent differents descriptif produit limite frais port frais renvois autant acheter zalando consorts frais retour gratuitsj achete compris lecon pense quelques bonnes offres parmi ensemble bon avis chacun experience acheterai veepee ,2,617,3,0,0,0,0,8,0
fais part mecontentement propos commandes faites site internet vente privee abord commande vetements recu seul vetement deux contactes dire recu deuxieme produit site internet affiche livre repondu recevais deuxieme produit delai indetermine remboursee totalite produit non livre contacte dire manquait produit sure paye totalite commande comptant produit non livre deuxieme mail reclamation proposent offrir bon achat eur paye frais port eur autre part achete jeu cubes enfants noel recu etat lamentable emballage plastique completement casse objets bois interieur eparpilles partout emballage demande remboursement produit quoi repondu allaient encore bon achat eur frais port toujours eur bref trouve scandaleux prennent responsabilite uniquement solution offrir bons achat but fideliser client pousser nouveau consommer site ,1,1524,7,0,0,0,0,11,0
service pitoyable impossible joindre prix bidon delais livraison jamais respectes commande validee changent dates livraison prevues initialement site fuir ,1,222,3,1,0,1,0,4,0
remboursement mois balade bout bout conseiller raccord mensonges chaque appel explication differente pire suivie client terre prend idiote ,1,215,1,0,1,1,0,0,0
formidable arnaque passe commande suspensions valeur eur recu suspensions incompletes retourne colis recu envoyes remboursement propose eur voila sacree bande escrocs ,1,254,1,0,0,0,0,6,0
attention fuir arnaque euros mere reserve voyage dont recu aucune confirmation appele sav garantissent peut commender nouveau voyage premier finalement pris compte pourra annuler sans difficultes final deux voyages preleves vente prive desole pouvons faut voir compagnie aerienne appele encore encore encore obtenu gain cause pourtant agit grosse erreur part conseil malveillant part sav garantissait pouvais reserver nouveau sans soucier bug premiere reservation commendez jamais voyage ailleurs commendez ,1,825,3,6,0,6,9,51,0
mauvais sav commande faite livraison montant eur radiateurs livraison colis point relay designe autre raison fetes choix livrer proche grosse erreur service expedition colis retourne directement veepee depuis colis entrepot attente encodage reexpedition contre debiter compte fallu attendre ,1,540,3,4,0,4,1,9,0
catastrophique mot encore faible site fuir jamais passe commande effectue commande depuis disant expedie suivi colis inexistant aucun signe vie colis repond faut jours renseigner colis blague deuxieme commande autre vente recommence disant expedie regarde suivi aucun avancement depuis semaine disant livraison jours cadeaux noel perdu nature fais relance deuxieme litige aucune reponse service client service client nul egalement mot faible euros perdu nature zero colis va bien jours recherche remboursement reparle tard apparement lamentable site devrai fermer definitivement prefere largement showroom jamais probleme utilise mode services livraison pourtant recois toujours temps heure maintenant choix vite bye bye veepee hate remboursements vais certainement lacher affaire ,1,1263,9,12,1,13,11,86,0
seule visiblement recu cadeaux noel precise vente livraison avant noel dit telephone bcp commandes preparer greves commande passee decembre semble jours etre livre suffisant voit amazon livre lendemain non apparemment noel possible jusqu decembre prete recommander site ,2,471,2,0,0,0,0,10,0
bonjour client depuis debuts vente privee passe octobre nouvelle commande mois envois commandelivraisons rdv non effectuees plusieurs reprise finalement colis manquant pourtant veepee indique livre retrouve cartons inutilisable meubles peux monter service client parlant difficilement francais incompetent comprenant jamais demandesfuyez ,1,484,3,3,0,3,0,7,0
passe moins commandes types photo chaussures bijoux jouets maquillage lingerie jamais redire arrive tromper remboursement direct sans aucuns problemes livraison parfois longue vu prix tiendrai rigueur quel dommage voir autant commentaires negatifs perso jamais decue continuerai ,5,401,3,3,0,3,0,5,1
service client inutile limite insultant inefficacite commande noel toujour livre malgre affichage publicitaire livre noel contact telephonique aupres disant sav responsable prend peine rappeler donner aucune information sert sauf noous perdre temps honte face entreprise aussi incompetante sites vente chinois bel avenir devant ,1,469,2,0,0,0,0,9,0
bonjour note jamais sites prends peine vois beaucoup avis negatifs fais avis trouve vente privee top jai commande jouets enfants decembre livraison prevue entre decembre recue moitie decembre reste matin decembre peur regardant avis beaucoup negatif agreablement surprise surtout payais jouer moitie prix magasin jai bien gates bebes ravis ,5,584,4,0,0,0,0,1,1
pu donner zero etoiles site fuir service client atroce passee commande malheureusement validee deux validee panier puis decidee revenir arriere enlever deux articles commis petit bug peut arriver sites probleme probleme viens prelevee deux compte encore peu comprendre bug maintenant viens tour service clients absolument competent envoyer mail reponse decider appeler service client personne repond dis effectivement probleme allait resoudre choses confiant laisse choses rappelle deuxieme bougeait bout jours mail deuxieme personne appeler fais peu pres speech disant envoyer dossier mail irais vite attends encore puis decide rappelez troisieme bout jours colis toujours envoye prevue besoins cadeau noel autre personne encore peu comprehensible beaucoup enerver personne dit concernant dossier jamais envoye colis sais actuellement situation entrain attendre responsable rappelle laisserais affaire couler faut finir appels julien courbet avocat choses bouge hesiterais conclure deconseille vraiment passer commande site frauduleux service client incompetent ,1,2000,14,13,2,15,0,17,0
client depuis ans attention arnaque organise entre veepee sonovente deal eur eur lorsque commandez sonovente article neuf occasion demonstration remballe impossible echanger sonovente plusieurs relances escroquerie toute piece ,1,349,2,5,0,5,1,12,0
lamentable commande commande garantie avant noel cadeau enfants eur toujours recu probleme stockdu coup annule commande remboursement tjrs remboursement retour entrepot honte fuir ,1,271,5,0,0,0,1,14,0
mauvais suivi vente privee produit achete decembre vente livraison garantie avant noel colis expedie decembre suivi colis appelle premiere dit faut attendre delais livraison possible rappelle dit colis perdus lance action localiser localise avant decembre annule commande coup retrouve colis perdu potentiellement retrouve info bien vente garantie avant noel debite eur depuis dec inadmissible aucun service client personne suit colis etre transport passe bien ,1,797,6,12,0,12,0,11,0
bon achat fonctionne service client excuse mail jours stipulant reponse promotion vient juste arreter commande euros bug laquelle trouve trace paiement commande fonds vont etre rembourse nuit appel mail aucune reponse jours appelle afin signifier mecontentement personne parlant peine francais raccroche nez toujours trace remboursement bien entendu rembourse produits ligne compagne erreur envoi produit manquant devra attendre mois etre remboursee ,1,735,7,0,0,0,0,5,0
lamentable semaines malheureuse commande rasoir gillette impossible contacter type vente ligne autre age passe chemin vie trop courte enm site ,1,235,1,0,0,0,0,5,0
veepee assure engagements prend commandes peut livrer attendu wc grohe venu service client incompetent passe temps repeter elements langage patienter client eviter remboursements veepee contrairement amazon vrai service soucis client encaisse commande remboursements compliques oblige appel mediateur fevad autre remarque attention potentiels acheteurs veepee avant acheter verifiez web prix depart annonce estimer reelle reduction voir propose autres sites fiable veepee conseille veepee ,1,722,3,0,0,0,6,37,0
sav deplorable repond delais livraisons jamais respecte consideration client ferais achats ,1,139,1,0,0,0,0,3,0
deja produits limite trouve commeme cher retour payant utilise droit retractation mieux aller cdiscount amazon supprime application jamais veepee ,1,215,1,0,0,0,0,1,0
commande manteau brice site livraison depuis semaine appele aujourd hui repondu stock allait rembourser sais comment peut indiquer manteau cours livraison maintenant indiquer rupture stock scandaleux site veepe marque brice scandaleux ,1,408,1,0,0,0,0,3,0
passe commande paire bottines devais recevoir entre decembre site notait commande preparee aucun expediee contacte tombe personne presque incapable comprendre numeros commande bout pouvons enfin discute probleme personne annonce souci feront remboursement ici peu explique comprendre commande notee preparee droit recitation texte pret appele sais combien temps attendre informations present bien curieuse savoir quel delai remboursee conclusion acheterai site montre peu serieux respect vis vis clients ,1,863,8,1,0,1,0,8,0
achete chaises veepee arrivee elles convenaient interieur choisis retourner sauf agissant gros colis organisent retour organiser transport depuis paris jusqu entrepot prennent peine conseiller transporteur aussi gros colis passe journee trouver combine permettant organiser retour prix acceptable charge effet transporteurs traditionnels demandaient entre prix articles renvoyer prenez risque acheter gros articles laisseront mariner problemes retour article convient ,2,802,2,1,0,1,0,8,0
bonjour reserve mari sejour disney mickey fils aime dire via site veepee demi pension acces parc logement village nature surprise enfants malheureusement pu profiter sejour puisque fils tombe canape lit matin casse clavicule pendant mari urgences fils contacte reception center parcs dirige vers disney dernier dirige vers vente privee vente privee redirige vers disney enfin bref voyez tableau demande remboursement report puisque pouvons rester vu etat fils vente privee millier appels millier personnes differentes vs repose mille memes questions dossier quelques mails tard demande possible gerer situation donner ventilation tarif puisse rembourser aupres assurance bancaire reponse fini dire demande va etre prise charge mois incident recois mail veepee disant contacte disney malheureusement peuvent conditions vente disney impose appliquent appelle disney grande surprise collaboratrice maintient disney peut seules personnes pouvant renseigne aider veepee incroyable attendre mois tourner bourrique maniere service client deplorable parle operatrices charmantes responsables font avancer conseille site achat sejour ,1,1963,6,4,0,4,0,19,0
commander canapes octobre canapes recois deux aucune explication veepee disent ouvert enquete veulent appeler transporteur livree rappellent repondent mails bref canapes balade nature lave mains attention probleme deviennent incompetent ,1,426,2,7,0,7,0,4,0
deux ans grand importe quoi entre commandes correspondent recoit commandes disant livrees non recues vente privee clairement baisse gamme bien derniere commanderai deux etoiles correspondent onglet sejour heureusement beaucoup serieux ,2,378,2,0,0,0,0,3,0
probleme reveil fonctionnait etiquette retour envoyee colis poste remboursement effectue jours reception service client super reactif merci ,5,187,2,0,0,0,0,3,1
bonjour commande canape veeppe arrive non conforme deux cote montait cote pile cote face attendu mois sachant doivent verifier avant livraison bonne conformite commande minimum non deception savez repond service cliente renvoyer colis poste relais colis canape pese poids sans voiture hallucinant non croit rever non cauchemar fuyer aucun interlocuteur serieux espere vais perdre argent femme battue vient quitter conjoint violent partie sans valise tarte demande remboursement canape ainsi frais induis ,1,825,9,1,0,1,1,9,0
bonjour client veepee depuis bon moment maintenant pense aller ailleurs service mauvais trompe tailles couleur vetements colis non recu oublie preparation delais livraison retard normales consequent conseillerais famille amis collegues ,1,395,9,0,0,0,0,3,0
vraiment decu voila passe mercredi decembre participe vente veepee disneyland paris sejour reserve sejour personnes adultes enfants moment validation paiement page tourne tourne continue pendant min indique reservation prise compte serveur trop long repondre invite deconnecte reconnecte recommence seconde identique premiere personne hotel date fonctionne message site indique confirmation prise compte reservation vais boite mail environs matin imprime mail mettre sous sapin noel apercoit numeros reservations debite eur erreur peut toujours arriver appelle sav premiere operatrice veepee excuse erreur indique transmet dossier veepee disney service conseiller service recontactera sous remboursement attend toujours coup fil heure actuelle rappelle sav mercredi decembre operatrice va voir responsable savoir bloque indique dossier train etre traite instant invite patienter dossier regle ici peu vendredi decembre attend toujours remboursement sejour disneyland montant eur trouve dommage devoir battre recuperer appartient situation redevienne juste attendant remboursement surpris recevoir plainte aupres dgccrf voir commentaire toutes plateformes avis peut trouver ligne ,1,1967,5,7,0,7,8,51,0
commande lot whisky livraison bien delais envoi soigne probleme remplace bouteille euros autre distillerie euros sans demander avis proposition commerciale euros bon achat drole renvoyer bouteille remboursement euros renvoie dommage ,2,361,3,0,0,0,0,3,0
escroquerie achat radiateurs carrera bagu veepee premiers arrives emballage carrera derniers carton orange mentionne dessus jarpa recherche net trouve radiateurs sans reduction amazon prix bien moins chere sous marque cayenne photo presentation continue chercher trouve radiateurs hors promo grande surface bricorama incroyable juste eur chers mince puis retrouve nouvelle radiateurs brico prive ci marque iglass reductions identiques veepee radiateurs identiques contact presentation photos aupres service client veepee radiateurs bagu bien jarpa escroquerie veepee avere aucun dedommagement part veepee bien recu bons radiateurs ,1,959,3,0,0,0,3,40,0
prix peuvent parfois etre cher commerce delais livraison respectes deux mois sans nouvelles puis remboursement produits non livres annule produits sans excuser ,1,220,5,0,0,0,0,3,0
achat sneakers pepe jeans usure acceleree cuir craquele bout mois traitement vaut prix remise surtout vrai prix decu ,2,170,1,0,0,0,0,4,0
honte voleurs demande remboursement probleme grave sante toute preuves font poirotter jours depart reponse negative coup tous annule voyage bien garder dire demande papier rembourser assurance veux bien dire demande centime refuse euros jeter air merci famille enfants comptaient reprendre voyage disney bien peux dire allez perdre beaucoup clients bon clients ainsi entourage consommera fini mauvaise pub cest honte pleins fric inhumain bravo ,1,784,8,12,0,12,0,3,0
achete sac main disant description ventes privee cuir saffiano lol recu rendu compte faisait vraiment plastique allant site officiel marque surprise sac cuir synthetique super acheter sac prix plastique descriptions mensongere ,1,330,0,3,0,3,5,36,0
commande quatres chaises salle manger vepee longue attente traditionnelle service livraison livre trois trois contact service clientele chaque ritournelle service livraison faisait possible etc dernier mail recu part chaise manquante introuvable remboursera bref delais detais vepee evidemment peut durer mal temps chaise manquante debrouiller retrouver modele chaise manquante commerce traditionnel fin serie existe encore fin stock passe jamais genre produits surtout commande commande globale quatres chaises separee unite vepee couvrent remboursant seule chaise manquante retrouve avant fetes table salle manger seulement trois chaises ,1,991,8,0,0,0,0,2,0
vraiment decu premier achat site surtout service client effet semaine renvoye commande convenait attends toujours remboursement plusieurs mail toujours reponse part font morts recommande surtout achat quoi site ,1,367,2,0,0,0,0,3,0
cliente depuis longtemps jamais decue jusqu commande devait etre livree tard statut commande indique depuis produit receptionne commande cours preparation appel sav savent liens logistique combleaucun reproche teleactrices toujours agreables niveau confiance vepee passe ,1,420,0,0,0,0,4,18,0
deconseille haut point passez chemin supprimez application depuis an conjoint recu seule commande conforme achat effectue entre retards livraison non livraison court fuyez peux conseiller ,1,308,2,1,0,1,0,3,0
probleme site jusqu present reel probleme site pourvu dure vu commentaires negatifs passe commande regulierement recoit bons produits assez rapidement bien emballe seul souci article marque indique contacte retourne produit rembourse ,5,388,4,2,0,2,0,0,1
passe vente prive commande chaussette marque burlington grande surprise lors ouverture colis bien chaussettes absolument marque burlington chaussettes esprit retourne colis emballage recu mail indiquant allais etre rembourser paires manquantes faux vrais voyous ,1,435,4,0,0,0,3,31,0
service client deplorable incapables contradictions entre operateurs certains raccrochent nez responsables encore pires preparateurs commande incapables mettre bons articles cartons dedommagement accuse renvoyer bons articles hallucine avant serieux maintenant excusez terme veepee grosse daube dire autre chose ,1,492,2,10,0,10,0,9,0
juin dernier poste concernant site etais vraiment satisfait epoque reussi contacter pdg site via email trouve net hasard choses bouge peu temps telephone confondu excuses site lancait procedure reparation machine nouvelle caledonie marque beko assure garantie territoire republique francaise veepee oblige assurer service vente loi europeenne personne demande reparer machine place engagee rembourser frais envoie rib facture acquittee machine finalement reparee plusieurs mois simple ici changement carte puissance carte programmation recontacte veepee demande envoyer pieces via lien adressent mail trois envoie pieces vient chaque recontacte savoir chaque manque piece visiblement moquent sais comment va terminer prefere informer internautes afin sachiez quoi tenir site serieux ,1,1406,6,0,0,0,5,35,0
commande article paiement preleve indication livraison entre suivi colis indique article receptionne fournisseur depuis colis toujours expedie contacte service client parle probleme gestion stock finis trouver numero appel informe guise probleme gestion stock colis simplement recu final pense probleme stock juste site vend sans regarder capacites fournisseur mode surbooking sauf agit attendre recevoir non juste garde indument argent depuis mois finalement annuler commande sans autre engagement site fuir bazarchic showroom bien efficaces corrects ,1,949,5,1,0,1,0,14,0
attention deconseille fortement premiere commande veepee commande produits beaute marque recois produits marque aucune excuse service site assez stock modifie commande sans prevenir fais reclamation frais retour charge inadmissible recommanderai jamais site faites attention offres allechantes mensonge arnaque ,1,515,1,3,0,3,0,10,0
decu evolution site depuis ans cliente fidele hors recemment arrive plusieurs desagrements non negligeable lors commande bottes marque parallele commande bottes noir elles livrees marron franchement souhaitais bon garde mois dernier commande sac furla noir cuir graine recois avant hier sac furla moitie cuir graine moitie cuir poils souhaitait modele ailleurs commercialise europe sauf pologne montant commande euros seule proposition compensation euros bon achat point hors sac envoye vaut clairement euro euros euros veepee met maintenant fausses photos ecouler articles invendus appelle vente mensongere surprend lorsque maniere repetee inacceptable outre aucun suivi niveau service client impossible responsable vente telephone bref voulez utilisent tresorier enrichir ecoule bien deux mois entre moment payer article celui recevez retournez faites remboursez bien passez chemin fuir vraiment honte marques haut gamme furla parallele ans perdu toute confiance tournerai vers bazarchic avenir ,1,1615,8,1,0,1,0,25,0
seule commande supporter frais retour eur article defectueux delais livraison remboursement trop longs autre article manquant toujours rembourse malgre plusieurs demandes aucune reponse part service client peu reactif moque jamais problemes zalando prive ,1,368,6,0,0,0,2,16,0
commande regulierement sauf depuis decide payer frais retour eur pantalon coutait eur cerise gateau malgre frais commande manteau coute eur cense arriver recoit semaine modele achete hyper decu previens site veepee propose remboursement retour frais encore heureux evidemment manteau stock jours retourne colis toujours rembourse malgre coups telephone decu recommanderai ,1,649,2,4,0,4,0,4,0
toujours rechercher produits internet avant prix base souvent gonfles donner impression vente interessante celles reellement faites attention frais livraison souvent eleves surprise decroissent grand nombre articles augmentent dates livraison jamais indiquees clairement avant achat peuvent etre longues site accuse problemes techniques reguliers notamment empeche modifier adresse livraison impossible annuler commande malgre droit retractation prevu loi reponses sav reponses principe sans jamais informations aides reelles obligation recevoir colis veux annuler renvoyer etre rembourse retour charge final reflechissez bien avant acheter moindre probleme changement avis peux mener echanges interminables sav celui ci reconnaissant jamais responsabilites ,1,1089,6,0,0,0,1,14,0
commande plusieurs dizaines produits depuis plusieurs annees aucun probleme sauf fini dire colis dispo colis receveur douche ceramique fissure toute longueur veepee bien reagi suivant lettre conditions solliciter remboursement satisfait moment remarque bravo veepee ceder polluante decision livrer jours peut bien attendre ,5,524,1,1,0,1,2,18,1
pire site catastrophe aller loin avant regretter retour pantalon trop petit surpris retire frais retour sachant payer frais livraison bien chercher condition trouver dis livraison retour payer ,1,363,2,0,0,0,0,5,0
totalement incapable gerer probleme livraison finalement vu delais difference prix concurrence bon conseil allez voir ailleurs gagnerez temps deconseille vivement vendeur ,1,228,2,0,0,0,0,1,0
site special aucun mail confirmation commande aucune information non compte client application hp client sait commande client sait approximativement delai livraison aucune reponse service contact ligne application hp contre reponse rapide contactant service client mail service vente ligne manque organisation special vraiment special ,2,503,3,0,2,2,2,12,0
assiettes gien commandees novembre viens recuperer colis aujourd hui colis eventre mal protege resultat produit casse achete assiettes plates assiettes dessert modele cadeau noel retrouve maintenant service incomplet contacte service client demandant renvoie produit bien emballe article epuise service client propose simple bon achat eur valeur eur vp capable livrer produits fragiles pourquoi jamais commanderai vente privee perdu temps argent maintenant dois retrouver autre cadeau maman merci ,1,737,2,0,1,1,1,17,0
recu chaussures liu jo dont ecrasee niveau talon achille renvoyees retour recu mail disant motif renvoi constate service facture frais envois conseil recevez commande defectueuse prenez photo avant retourner ,1,342,1,0,0,0,0,4,0
pire pire arrete recevoir articles place autres articles deteriores service client absent reponse lettre recommandee non seulement bat obtenir articles obtient panier celui commande recoit quelle frustration toujours attente demande retour obtenir bon retour goutte eau deborder vase assez patiente vu nombreuses erreurs crois bien vais annuler compte fidele cliente depuis ,1,624,5,3,0,3,0,5,0
